order_id,customer_id,menu_id,menu_name,category,quantity,price_per_item,total_price,order_date,order_time,day_of_week,month,is_weekend
32,92,7,Es Teh Manis,Beverage,2,5000,10000,2025-04-30,19:07:37.630914,Wednesday,April,False
33,57,2,Mie Goreng,Main Course,1,22000,22000,2025-04-30,18:55:37.630914,Wednesday,April,False
34,57,8,Es Jeruk,Beverage,2,8000,16000,2025-04-30,18:55:37.630914,Wednesday,April,False
35,57,4,Sate Ayam,Main Course,2,28000,56000,2025-04-30,18:55:37.630914,Wednesday,April,False
36,57,10,Es Campur,Dessert,1,15000,15000,2025-04-30,18:55:37.630914,Wednesday,April,False
37,73,5,Gado-gado,Appetizer,1,18000,18000,2025-04-30,21:11:37.630914,Wednesday,April,False
38,73,8,Es Jeruk,Beverage,1,8000,8000,2025-04-30,21:11:37.630914,Wednesday,April,False
39,73,2,Mie Goreng,Main Course,2,22000,44000,2025-04-30,21:11:37.630914,Wednesday,April,False
40,28,8,Es Jeruk,Beverage,2,8000,16000,2025-04-30,12:26:37.630914,Wednesday,April,False
41,28,7,Es Teh Manis,Beverage,1,5000,5000,2025-04-30,12:26:37.630914,Wednesday,April,False
42,28,6,Soto Ayam,Soup,2,20000,40000,2025-04-30,12:26:37.630914,Wednesday,April,False
43,28,9,Pisang Goreng,Dessert,1,12000,12000,2025-04-30,12:26:37.630914,Wednesday,April,False
44,39,2,Mie Goreng,Main Course,1,22000,22000,2025-04-30,22:48:37.630914,Wednesday,April,False
45,39,4,Sate Ayam,Main Course,1,28000,28000,2025-04-30,22:48:37.630914,Wednesday,April,False
46,85,3,Ayam Goreng,Main Course,3,30000,90000,2025-04-30,10:19:37.630914,Wednesday,April,False
47,85,5,Gado-gado,Appetizer,3,18000,54000,2025-04-30,10:19:37.630914,Wednesday,April,False
48,85,9,Pisang Goreng,Dessert,1,12000,12000,2025-04-30,10:19:37.630914,Wednesday,April,False
49,85,4,Sate Ayam,Main Course,2,28000,56000,2025-04-30,10:19:37.630914,Wednesday,April,False
50,88,5,Gado-gado,Appetizer,3,18000,54000,2025-04-30,21:36:37.630914,Wednesday,April,False
51,88,8,Es Jeruk,Beverage,3,8000,24000,2025-04-30,21:36:37.630914,Wednesday,April,False
52,2,3,Ayam Goreng,Main Course,2,30000,60000,2025-04-30,18:36:37.630914,Wednesday,April,False
53,2,7,Es Teh Manis,Beverage,1,5000,5000,2025-04-30,18:36:37.630914,Wednesday,April,False
54,2,6,Soto Ayam,Soup,1,20000,20000,2025-04-30,18:36:37.630914,Wednesday,April,False
55,75,7,Es Teh Manis,Beverage,1,5000,5000,2025-04-30,14:23:37.630914,Wednesday,April,False
56,61,9,Pisang Goreng,Dessert,3,12000,36000,2025-04-30,11:40:37.630914,Wednesday,April,False
57,66,10,Es Campur,Dessert,2,15000,30000,2025-04-30,19:14:37.630914,Wednesday,April,False
58,66,5,Gado-gado,Appetizer,2,18000,36000,2025-04-30,19:14:37.630914,Wednesday,April,False
59,33,5,Gado-gado,Appetizer,1,18000,18000,2025-04-30,18:29:37.630914,Wednesday,April,False
60,33,6,Soto Ayam,Soup,2,20000,40000,2025-04-30,18:29:37.630914,Wednesday,April,False
61,33,9,Pisang Goreng,Dessert,1,12000,12000,2025-04-30,18:29:37.630914,Wednesday,April,False
62,85,1,Nasi Goreng,Main Course,3,25000,75000,2025-04-30,11:47:37.630914,Wednesday,April,False
63,85,2,Mie Goreng,Main Course,2,22000,44000,2025-04-30,11:47:37.630914,Wednesday,April,False
64,85,6,Soto Ayam,Soup,2,20000,40000,2025-04-30,11:47:37.630914,Wednesday,April,False
65,85,10,Es Campur,Dessert,3,15000,45000,2025-04-30,11:47:37.630914,Wednesday,April,False
66,73,1,Nasi Goreng,Main Course,3,25000,75000,2025-04-30,18:13:37.630914,Wednesday,April,False
67,78,3,Ayam Goreng,Main Course,3,30000,90000,2025-04-30,11:40:37.630914,Wednesday,April,False
68,78,5,Gado-gado,Appetizer,2,18000,36000,2025-04-30,11:40:37.630914,Wednesday,April,False
69,78,4,Sate Ayam,Main Course,1,28000,28000,2025-04-30,11:40:37.630914,Wednesday,April,False
70,89,1,Nasi Goreng,Main Course,3,25000,75000,2025-04-30,14:42:37.630914,Wednesday,April,False
71,89,5,Gado-gado,Appetizer,1,18000,18000,2025-04-30,14:42:37.630914,Wednesday,April,False
72,89,3,Ayam Goreng,Main Course,3,30000,90000,2025-04-30,14:42:37.630914,Wednesday,April,False
73,89,7,Es Teh Manis,Beverage,3,5000,15000,2025-04-30,14:42:37.630914,Wednesday,April,False
74,41,4,Sate Ayam,Main Course,3,28000,84000,2025-04-30,11:28:37.630914,Wednesday,April,False
75,41,6,Soto Ayam,Soup,2,20000,40000,2025-04-30,11:28:37.630914,Wednesday,April,False
76,41,10,Es Campur,Dessert,2,15000,30000,2025-04-30,11:28:37.630914,Wednesday,April,False
77,2,8,Es Jeruk,Beverage,2,8000,16000,2025-04-30,16:07:37.630914,Wednesday,April,False
78,2,1,Nasi Goreng,Main Course,3,25000,75000,2025-04-30,16:07:37.630914,Wednesday,April,False
79,2,4,Sate Ayam,Main Course,1,28000,28000,2025-04-30,16:07:37.630914,Wednesday,April,False
80,2,7,Es Teh Manis,Beverage,3,5000,15000,2025-04-30,16:07:37.630914,Wednesday,April,False
81,98,2,Mie Goreng,Main Course,2,22000,44000,2025-04-30,11:50:37.630914,Wednesday,April,False
82,98,7,Es Teh Manis,Beverage,1,5000,5000,2025-04-30,11:50:37.630914,Wednesday,April,False
83,98,10,Es Campur,Dessert,1,15000,15000,2025-04-30,11:50:37.630914,Wednesday,April,False
84,98,9,Pisang Goreng,Dessert,1,12000,12000,2025-04-30,11:50:37.630914,Wednesday,April,False
85,70,2,Mie Goreng,Main Course,2,22000,44000,2025-04-30,21:16:37.630914,Wednesday,April,False
86,70,8,Es Jeruk,Beverage,2,8000,16000,2025-04-30,21:16:37.630914,Wednesday,April,False
87,79,4,Sate Ayam,Main Course,3,28000,84000,2025-04-30,19:08:37.630914,Wednesday,April,False
88,79,9,Pisang Goreng,Dessert,2,12000,24000,2025-04-30,19:08:37.630914,Wednesday,April,False
89,91,8,Es Jeruk,Beverage,3,8000,24000,2025-04-30,21:56:37.630914,Wednesday,April,False
90,87,6,Soto Ayam,Soup,2,20000,40000,2025-04-30,12:31:37.630914,Wednesday,April,False
91,87,7,Es Teh Manis,Beverage,1,5000,5000,2025-04-30,12:31:37.630914,Wednesday,April,False
92,87,9,Pisang Goreng,Dessert,3,12000,36000,2025-04-30,12:31:37.630914,Wednesday,April,False
93,52,1,Nasi Goreng,Main Course,3,25000,75000,2025-04-30,17:05:37.630914,Wednesday,April,False
94,52,3,Ayam Goreng,Main Course,2,30000,60000,2025-04-30,17:05:37.630914,Wednesday,April,False
95,55,5,Gado-gado,Appetizer,3,18000,54000,2025-04-30,19:10:37.630914,Wednesday,April,False
96,55,7,Es Teh Manis,Beverage,2,5000,10000,2025-04-30,19:10:37.630914,Wednesday,April,False
97,58,5,Gado-gado,Appetizer,1,18000,18000,2025-04-30,13:30:37.630914,Wednesday,April,False
98,95,9,Pisang Goreng,Dessert,3,12000,36000,2025-04-30,14:34:37.630914,Wednesday,April,False
99,95,4,Sate Ayam,Main Course,3,28000,84000,2025-04-30,14:34:37.630914,Wednesday,April,False
100,95,1,Nasi Goreng,Main Course,2,25000,50000,2025-04-30,14:34:37.630914,Wednesday,April,False
101,78,4,Sate Ayam,Main Course,2,28000,56000,2025-04-30,18:52:37.630914,Wednesday,April,False
102,78,5,Gado-gado,Appetizer,2,18000,36000,2025-04-30,18:52:37.630914,Wednesday,April,False
103,78,9,Pisang Goreng,Dessert,2,12000,24000,2025-04-30,18:52:37.630914,Wednesday,April,False
104,80,10,Es Campur,Dessert,1,15000,15000,2025-04-30,16:23:37.630914,Wednesday,April,False
105,80,3,Ayam Goreng,Main Course,1,30000,30000,2025-04-30,16:23:37.630914,Wednesday,April,False
106,68,4,Sate Ayam,Main Course,1,28000,28000,2025-04-30,12:08:37.630914,Wednesday,April,False
107,68,10,Es Campur,Dessert,3,15000,45000,2025-04-30,12:08:37.630914,Wednesday,April,False
108,38,9,Pisang Goreng,Dessert,1,12000,12000,2025-04-30,14:35:37.630914,Wednesday,April,False
109,38,4,Sate Ayam,Main Course,3,28000,84000,2025-04-30,14:35:37.630914,Wednesday,April,False
110,38,5,Gado-gado,Appetizer,1,18000,18000,2025-04-30,14:35:37.630914,Wednesday,April,False
111,84,6,Soto Ayam,Soup,1,20000,20000,2025-04-30,19:07:37.630914,Wednesday,April,False
112,84,5,Gado-gado,Appetizer,3,18000,54000,2025-04-30,19:07:37.630914,Wednesday,April,False
113,40,3,Ayam Goreng,Main Course,3,30000,90000,2025-04-30,11:38:37.630914,Wednesday,April,False
114,39,3,Ayam Goreng,Main Course,2,30000,60000,2025-04-30,16:41:37.630914,Wednesday,April,False
115,39,2,Mie Goreng,Main Course,2,22000,44000,2025-04-30,16:41:37.630914,Wednesday,April,False
116,39,4,Sate Ayam,Main Course,1,28000,28000,2025-04-30,16:41:37.630914,Wednesday,April,False
117,93,2,Mie Goreng,Main Course,3,22000,66000,2025-04-30,17:15:37.630914,Wednesday,April,False
118,93,10,Es Campur,Dessert,2,15000,30000,2025-04-30,17:15:37.630914,Wednesday,April,False
119,93,6,Soto Ayam,Soup,2,20000,40000,2025-04-30,17:15:37.630914,Wednesday,April,False
120,24,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-01,16:58:37.630914,Thursday,May,False
121,24,4,Sate Ayam,Main Course,2,28000,56000,2025-05-01,16:58:37.630914,Thursday,May,False
122,24,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-01,16:58:37.630914,Thursday,May,False
123,24,2,Mie Goreng,Main Course,1,22000,22000,2025-05-01,16:58:37.630914,Thursday,May,False
124,36,6,Soto Ayam,Soup,1,20000,20000,2025-05-01,21:01:37.630914,Thursday,May,False
125,36,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-01,21:01:37.630914,Thursday,May,False
126,85,5,Gado-gado,Appetizer,1,18000,18000,2025-05-01,18:17:37.630914,Thursday,May,False
127,85,6,Soto Ayam,Soup,3,20000,60000,2025-05-01,18:17:37.630914,Thursday,May,False
128,85,10,Es Campur,Dessert,2,15000,30000,2025-05-01,18:17:37.630914,Thursday,May,False
129,1,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-01,19:39:37.630914,Thursday,May,False
130,62,6,Soto Ayam,Soup,1,20000,20000,2025-05-01,22:24:37.630914,Thursday,May,False
131,6,2,Mie Goreng,Main Course,2,22000,44000,2025-05-01,17:52:37.630914,Thursday,May,False
132,6,10,Es Campur,Dessert,2,15000,30000,2025-05-01,17:52:37.630914,Thursday,May,False
133,6,8,Es Jeruk,Beverage,2,8000,16000,2025-05-01,17:52:37.630914,Thursday,May,False
134,64,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-01,16:21:37.630914,Thursday,May,False
135,64,4,Sate Ayam,Main Course,1,28000,28000,2025-05-01,16:21:37.630914,Thursday,May,False
136,90,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-01,13:47:37.630914,Thursday,May,False
137,90,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-01,13:47:37.630914,Thursday,May,False
138,77,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-01,21:35:37.630914,Thursday,May,False
139,77,6,Soto Ayam,Soup,2,20000,40000,2025-05-01,21:35:37.630914,Thursday,May,False
140,77,4,Sate Ayam,Main Course,1,28000,28000,2025-05-01,21:35:37.630914,Thursday,May,False
141,77,10,Es Campur,Dessert,1,15000,15000,2025-05-01,21:35:37.630914,Thursday,May,False
142,71,6,Soto Ayam,Soup,3,20000,60000,2025-05-01,22:30:37.630914,Thursday,May,False
143,71,2,Mie Goreng,Main Course,2,22000,44000,2025-05-01,22:30:37.630914,Thursday,May,False
144,71,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-01,22:30:37.630914,Thursday,May,False
145,71,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,22:30:37.630914,Thursday,May,False
146,91,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-01,12:42:37.630914,Thursday,May,False
147,91,5,Gado-gado,Appetizer,3,18000,54000,2025-05-01,12:42:37.630914,Thursday,May,False
148,91,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-01,12:42:37.630914,Thursday,May,False
149,68,2,Mie Goreng,Main Course,1,22000,22000,2025-05-01,15:05:37.630914,Thursday,May,False
150,68,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-01,15:05:37.630914,Thursday,May,False
151,68,8,Es Jeruk,Beverage,1,8000,8000,2025-05-01,15:05:37.630914,Thursday,May,False
152,68,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-01,15:05:37.630914,Thursday,May,False
153,82,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-01,10:57:37.630914,Thursday,May,False
154,82,6,Soto Ayam,Soup,2,20000,40000,2025-05-01,10:57:37.630914,Thursday,May,False
155,82,5,Gado-gado,Appetizer,1,18000,18000,2025-05-01,10:57:37.630914,Thursday,May,False
156,23,10,Es Campur,Dessert,1,15000,15000,2025-05-01,22:51:37.630914,Thursday,May,False
157,23,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-01,22:51:37.630914,Thursday,May,False
158,17,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-01,21:05:37.630914,Thursday,May,False
159,32,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-01,20:15:37.630914,Thursday,May,False
160,32,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-01,20:15:37.630914,Thursday,May,False
161,32,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-01,20:15:37.630914,Thursday,May,False
162,32,10,Es Campur,Dessert,2,15000,30000,2025-05-01,20:15:37.630914,Thursday,May,False
163,45,7,Es Teh Manis,Beverage,3,5000,15000,2025-05-02,19:14:37.630914,Friday,May,False
164,45,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,19:14:37.630914,Friday,May,False
165,52,4,Sate Ayam,Main Course,2,28000,56000,2025-05-02,17:22:37.630914,Friday,May,False
166,52,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-02,17:22:37.630914,Friday,May,False
167,52,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,17:22:37.630914,Friday,May,False
168,77,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,18:38:37.630914,Friday,May,False
169,78,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,21:37:37.630914,Friday,May,False
170,78,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,21:37:37.630914,Friday,May,False
171,78,10,Es Campur,Dessert,3,15000,45000,2025-05-02,21:37:37.630914,Friday,May,False
172,31,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,18:38:37.630914,Friday,May,False
173,59,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,14:29:37.630914,Friday,May,False
174,59,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,14:29:37.630914,Friday,May,False
175,59,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-02,14:29:37.630914,Friday,May,False
176,59,7,Es Teh Manis,Beverage,3,5000,15000,2025-05-02,14:29:37.630914,Friday,May,False
177,74,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,18:00:37.630914,Friday,May,False
178,74,2,Mie Goreng,Main Course,2,22000,44000,2025-05-02,18:00:37.630914,Friday,May,False
179,74,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-02,18:00:37.630914,Friday,May,False
180,74,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-02,18:00:37.630914,Friday,May,False
181,14,10,Es Campur,Dessert,1,15000,15000,2025-05-02,10:10:37.630914,Friday,May,False
182,100,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,13:36:37.630914,Friday,May,False
183,100,6,Soto Ayam,Soup,1,20000,20000,2025-05-02,13:36:37.630914,Friday,May,False
184,100,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,13:36:37.630914,Friday,May,False
185,98,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-02,19:01:37.630914,Friday,May,False
186,98,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-02,19:01:37.630914,Friday,May,False
187,91,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,14:05:37.630914,Friday,May,False
188,91,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,14:05:37.630914,Friday,May,False
189,99,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,19:54:37.630914,Friday,May,False
190,99,2,Mie Goreng,Main Course,1,22000,22000,2025-05-02,19:54:37.630914,Friday,May,False
191,65,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-02,11:27:37.630914,Friday,May,False
192,65,2,Mie Goreng,Main Course,3,22000,66000,2025-05-02,11:27:37.630914,Friday,May,False
193,65,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,11:27:37.630914,Friday,May,False
194,65,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-02,11:27:37.630914,Friday,May,False
195,95,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,15:51:37.630914,Friday,May,False
196,95,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,15:51:37.630914,Friday,May,False
197,95,7,Es Teh Manis,Beverage,3,5000,15000,2025-05-02,15:51:37.630914,Friday,May,False
198,11,5,Gado-gado,Appetizer,3,18000,54000,2025-05-02,15:59:37.630914,Friday,May,False
199,11,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,15:59:37.630914,Friday,May,False
200,70,2,Mie Goreng,Main Course,2,22000,44000,2025-05-02,22:12:37.630914,Friday,May,False
201,88,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,17:54:37.630914,Friday,May,False
202,88,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-02,17:54:37.630914,Friday,May,False
203,88,10,Es Campur,Dessert,3,15000,45000,2025-05-02,17:54:37.630914,Friday,May,False
204,88,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,17:54:37.630914,Friday,May,False
205,55,10,Es Campur,Dessert,3,15000,45000,2025-05-02,16:53:37.630914,Friday,May,False
206,26,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,16:44:37.630914,Friday,May,False
207,26,6,Soto Ayam,Soup,1,20000,20000,2025-05-02,16:44:37.630914,Friday,May,False
208,4,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,10:43:37.630914,Friday,May,False
209,4,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,10:43:37.630914,Friday,May,False
210,4,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-02,10:43:37.630914,Friday,May,False
211,23,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,21:52:37.630914,Friday,May,False
212,39,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-02,17:08:37.630914,Friday,May,False
213,39,6,Soto Ayam,Soup,1,20000,20000,2025-05-02,17:08:37.630914,Friday,May,False
214,39,10,Es Campur,Dessert,2,15000,30000,2025-05-02,17:08:37.630914,Friday,May,False
215,39,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-02,21:35:37.630914,Friday,May,False
216,39,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,21:35:37.630914,Friday,May,False
217,39,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-02,21:35:37.630914,Friday,May,False
218,39,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,21:35:37.630914,Friday,May,False
219,41,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,10:26:37.630914,Friday,May,False
220,58,4,Sate Ayam,Main Course,1,28000,28000,2025-05-02,18:29:37.630914,Friday,May,False
221,58,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,18:29:37.630914,Friday,May,False
222,58,10,Es Campur,Dessert,1,15000,15000,2025-05-02,18:29:37.630914,Friday,May,False
223,58,2,Mie Goreng,Main Course,2,22000,44000,2025-05-02,18:29:37.630914,Friday,May,False
224,7,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,20:52:37.630914,Friday,May,False
225,7,7,Es Teh Manis,Beverage,3,5000,15000,2025-05-02,20:52:37.630914,Friday,May,False
226,7,4,Sate Ayam,Main Course,2,28000,56000,2025-05-02,20:52:37.630914,Friday,May,False
227,7,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,20:52:37.630914,Friday,May,False
228,47,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,21:34:37.630914,Friday,May,False
229,47,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-02,21:34:37.630914,Friday,May,False
230,47,5,Gado-gado,Appetizer,3,18000,54000,2025-05-02,21:34:37.630914,Friday,May,False
231,47,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,21:34:37.630914,Friday,May,False
232,11,7,Es Teh Manis,Beverage,3,5000,15000,2025-05-02,22:33:37.630914,Friday,May,False
233,45,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-02,22:31:37.630914,Friday,May,False
234,45,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,22:31:37.630914,Friday,May,False
235,45,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,22:31:37.630914,Friday,May,False
236,23,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,13:49:37.630914,Friday,May,False
237,23,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-02,13:49:37.630914,Friday,May,False
238,69,4,Sate Ayam,Main Course,1,28000,28000,2025-05-02,18:19:37.630914,Friday,May,False
239,69,10,Es Campur,Dessert,1,15000,15000,2025-05-02,18:19:37.630914,Friday,May,False
240,69,6,Soto Ayam,Soup,1,20000,20000,2025-05-02,18:19:37.630914,Friday,May,False
241,69,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,18:19:37.630914,Friday,May,False
242,53,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,11:04:37.630914,Friday,May,False
243,78,6,Soto Ayam,Soup,3,20000,60000,2025-05-03,13:57:37.630914,Saturday,May,True
244,78,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-03,13:57:37.630914,Saturday,May,True
245,27,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-03,21:56:37.630914,Saturday,May,True
246,64,5,Gado-gado,Appetizer,2,18000,36000,2025-05-03,16:35:37.630914,Saturday,May,True
247,97,8,Es Jeruk,Beverage,1,8000,8000,2025-05-03,13:47:37.630914,Saturday,May,True
248,97,6,Soto Ayam,Soup,3,20000,60000,2025-05-03,13:47:37.630914,Saturday,May,True
249,97,10,Es Campur,Dessert,3,15000,45000,2025-05-03,13:47:37.630914,Saturday,May,True
250,49,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-03,17:08:37.630914,Saturday,May,True
251,49,5,Gado-gado,Appetizer,1,18000,18000,2025-05-03,17:08:37.630914,Saturday,May,True
252,24,4,Sate Ayam,Main Course,1,28000,28000,2025-05-03,13:33:37.630914,Saturday,May,True
253,24,5,Gado-gado,Appetizer,1,18000,18000,2025-05-03,13:33:37.630914,Saturday,May,True
254,25,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-03,10:32:37.630914,Saturday,May,True
255,25,2,Mie Goreng,Main Course,2,22000,44000,2025-05-03,10:32:37.630914,Saturday,May,True
256,25,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-03,10:32:37.630914,Saturday,May,True
257,25,8,Es Jeruk,Beverage,3,8000,24000,2025-05-03,10:32:37.630914,Saturday,May,True
258,88,4,Sate Ayam,Main Course,1,28000,28000,2025-05-03,15:23:37.630914,Saturday,May,True
259,88,6,Soto Ayam,Soup,3,20000,60000,2025-05-03,15:23:37.630914,Saturday,May,True
260,88,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-03,15:23:37.630914,Saturday,May,True
261,88,5,Gado-gado,Appetizer,3,18000,54000,2025-05-03,15:23:37.630914,Saturday,May,True
262,12,4,Sate Ayam,Main Course,1,28000,28000,2025-05-03,10:49:37.630914,Saturday,May,True
263,12,8,Es Jeruk,Beverage,3,8000,24000,2025-05-03,10:49:37.630914,Saturday,May,True
264,12,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-03,10:49:37.630914,Saturday,May,True
265,12,6,Soto Ayam,Soup,3,20000,60000,2025-05-03,10:49:37.630914,Saturday,May,True
