order_id,customer_id,menu_id,menu_name,category,quantity,price_per_item,total_price,order_date,order_time,day_of_week,month,is_weekend
93,5,8,Es Jeruk,Beverage,2,8000,16000,2025-05-01,11:36:56.877161,Thursday,May,False
94,33,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-01,22:10:56.877161,Thursday,May,False
95,99,2,Mie Goreng,Main Course,1,22000,22000,2025-05-01,17:17:56.877161,Thursday,May,False
96,99,6,Soto Ayam,Soup,2,20000,40000,2025-05-01,17:17:56.877161,Thursday,May,False
97,99,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,17:17:56.877161,Thursday,May,False
98,99,10,Es Campur,Dessert,3,15000,45000,2025-05-01,17:17:56.877161,Thursday,May,False
99,30,8,Es Jeruk,Beverage,2,8000,16000,2025-05-01,21:07:56.877161,Thursday,May,False
100,30,5,Gado-gado,Appetizer,1,18000,18000,2025-05-01,21:07:56.877161,Thursday,May,False
101,30,6,Soto Ayam,Soup,2,20000,40000,2025-05-01,21:07:56.877161,Thursday,May,False
102,27,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-01,18:10:56.877161,Thursday,May,False
103,27,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,18:10:56.877161,Thursday,May,False
104,27,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-01,18:10:56.877161,Thursday,May,False
105,27,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-01,18:10:56.877161,Thursday,May,False
106,13,5,Gado-gado,Appetizer,2,18000,36000,2025-05-01,14:27:56.877161,Thursday,May,False
107,13,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,14:27:56.877161,Thursday,May,False
108,13,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-01,14:27:56.877161,Thursday,May,False
109,36,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-01,18:51:56.877161,Thursday,May,False
110,36,10,Es Campur,Dessert,2,15000,30000,2025-05-01,18:51:56.877161,Thursday,May,False
111,36,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-01,18:51:56.877161,Thursday,May,False
112,36,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,18:51:56.877161,Thursday,May,False
113,64,6,Soto Ayam,Soup,3,20000,60000,2025-05-01,20:41:56.877161,Thursday,May,False
114,64,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-01,20:41:56.877161,Thursday,May,False
115,64,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,20:41:56.877161,Thursday,May,False
116,64,5,Gado-gado,Appetizer,3,18000,54000,2025-05-01,20:41:56.877161,Thursday,May,False
117,74,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-01,17:45:56.877161,Thursday,May,False
118,99,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-01,22:43:56.877161,Thursday,May,False
119,99,4,Sate Ayam,Main Course,1,28000,28000,2025-05-01,22:43:56.877161,Thursday,May,False
120,99,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-01,22:43:56.877161,Thursday,May,False
121,99,5,Gado-gado,Appetizer,2,18000,36000,2025-05-01,22:43:56.877161,Thursday,May,False
122,6,6,Soto Ayam,Soup,3,20000,60000,2025-05-01,18:50:56.877161,Thursday,May,False
123,79,8,Es Jeruk,Beverage,1,8000,8000,2025-05-01,10:59:56.877161,Thursday,May,False
124,79,5,Gado-gado,Appetizer,3,18000,54000,2025-05-01,10:59:56.877161,Thursday,May,False
125,79,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-01,10:59:56.877161,Thursday,May,False
126,79,6,Soto Ayam,Soup,1,20000,20000,2025-05-01,10:59:56.877161,Thursday,May,False
127,21,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-01,17:54:56.877161,Thursday,May,False
128,99,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-01,19:39:56.877161,Thursday,May,False
129,99,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-01,19:39:56.877161,Thursday,May,False
130,99,4,Sate Ayam,Main Course,3,28000,84000,2025-05-01,19:39:56.877161,Thursday,May,False
131,29,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-01,19:40:56.877161,Thursday,May,False
132,29,5,Gado-gado,Appetizer,1,18000,18000,2025-05-01,19:40:56.877161,Thursday,May,False
133,29,8,Es Jeruk,Beverage,2,8000,16000,2025-05-01,19:40:56.877161,Thursday,May,False
134,29,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-01,19:40:56.877161,Thursday,May,False
135,52,2,Mie Goreng,Main Course,2,22000,44000,2025-05-01,12:45:56.877161,Thursday,May,False
136,57,2,Mie Goreng,Main Course,1,22000,22000,2025-05-01,21:41:56.877161,Thursday,May,False
137,57,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-01,21:41:56.877161,Thursday,May,False
138,57,10,Es Campur,Dessert,3,15000,45000,2025-05-01,21:41:56.877161,Thursday,May,False
139,50,4,Sate Ayam,Main Course,2,28000,56000,2025-05-01,22:51:56.877161,Thursday,May,False
140,100,6,Soto Ayam,Soup,2,20000,40000,2025-05-01,10:42:56.877161,Thursday,May,False
141,100,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-01,10:42:56.877161,Thursday,May,False
142,100,2,Mie Goreng,Main Course,3,22000,66000,2025-05-01,10:42:56.877161,Thursday,May,False
143,100,10,Es Campur,Dessert,2,15000,30000,2025-05-01,10:42:56.877161,Thursday,May,False
144,70,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-01,18:00:56.877161,Thursday,May,False
145,70,4,Sate Ayam,Main Course,2,28000,56000,2025-05-01,18:00:56.877161,Thursday,May,False
146,70,6,Soto Ayam,Soup,3,20000,60000,2025-05-01,18:00:56.877161,Thursday,May,False
147,66,6,Soto Ayam,Soup,2,20000,40000,2025-05-01,19:47:56.877161,Thursday,May,False
148,66,7,Es Teh Manis,Beverage,2,5000,10000,2025-05-01,19:47:56.877161,Thursday,May,False
149,84,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-01,18:51:56.877161,Thursday,May,False
150,84,6,Soto Ayam,Soup,1,20000,20000,2025-05-01,18:51:56.877161,Thursday,May,False
151,84,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-01,18:51:56.877161,Thursday,May,False
152,6,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-01,15:26:56.877161,Thursday,May,False
153,95,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-01,20:39:56.877161,Thursday,May,False
154,95,8,Es Jeruk,Beverage,3,8000,24000,2025-05-01,20:39:56.877161,Thursday,May,False
155,95,2,Mie Goreng,Main Course,3,22000,66000,2025-05-01,20:39:56.877161,Thursday,May,False
156,40,6,Soto Ayam,Soup,1,20000,20000,2025-05-01,15:35:56.877161,Thursday,May,False
157,40,10,Es Campur,Dessert,1,15000,15000,2025-05-01,15:35:56.877161,Thursday,May,False
158,40,5,Gado-gado,Appetizer,1,18000,18000,2025-05-01,15:35:56.877161,Thursday,May,False
159,40,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-01,15:35:56.877161,Thursday,May,False
160,85,10,Es Campur,Dessert,2,15000,30000,2025-05-01,22:10:56.877161,Thursday,May,False
161,85,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-01,22:10:56.877161,Thursday,May,False
162,85,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-01,22:10:56.877161,Thursday,May,False
163,2,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-02,17:28:56.877161,Friday,May,False
164,2,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-02,17:28:56.877161,Friday,May,False
165,2,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,17:28:56.877161,Friday,May,False
166,5,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,16:26:56.877161,Friday,May,False
167,5,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,16:26:56.877161,Friday,May,False
168,5,10,Es Campur,Dessert,2,15000,30000,2025-05-02,16:26:56.877161,Friday,May,False
169,80,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,17:12:56.877161,Friday,May,False
170,80,2,Mie Goreng,Main Course,3,22000,66000,2025-05-02,17:12:56.877161,Friday,May,False
171,80,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,17:12:56.877161,Friday,May,False
172,44,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,14:52:56.877161,Friday,May,False
173,44,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,14:52:56.877161,Friday,May,False
174,44,2,Mie Goreng,Main Course,1,22000,22000,2025-05-02,14:52:56.877161,Friday,May,False
175,44,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,14:52:56.877161,Friday,May,False
176,1,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,15:21:56.877161,Friday,May,False
177,27,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-02,16:24:56.877161,Friday,May,False
178,27,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-02,16:24:56.877161,Friday,May,False
179,77,7,Es Teh Manis,Beverage,3,5000,15000,2025-05-02,16:32:56.877161,Friday,May,False
180,77,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-02,16:32:56.877161,Friday,May,False
181,77,8,Es Jeruk,Beverage,3,8000,24000,2025-05-02,16:32:56.877161,Friday,May,False
182,77,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,16:32:56.877161,Friday,May,False
183,63,8,Es Jeruk,Beverage,3,8000,24000,2025-05-02,11:12:56.877161,Friday,May,False
184,63,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,11:12:56.877161,Friday,May,False
185,63,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,11:12:56.877161,Friday,May,False
186,63,10,Es Campur,Dessert,1,15000,15000,2025-05-02,11:12:56.877161,Friday,May,False
187,45,10,Es Campur,Dessert,3,15000,45000,2025-05-02,17:28:56.877161,Friday,May,False
188,45,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,17:28:56.877161,Friday,May,False
189,45,4,Sate Ayam,Main Course,1,28000,28000,2025-05-02,17:28:56.877161,Friday,May,False
190,45,2,Mie Goreng,Main Course,1,22000,22000,2025-05-02,17:28:56.877161,Friday,May,False
191,11,4,Sate Ayam,Main Course,2,28000,56000,2025-05-02,21:21:56.877161,Friday,May,False
192,11,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,21:21:56.877161,Friday,May,False
193,16,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,19:37:56.877161,Friday,May,False
194,16,10,Es Campur,Dessert,3,15000,45000,2025-05-02,19:37:56.877161,Friday,May,False
195,16,8,Es Jeruk,Beverage,3,8000,24000,2025-05-02,19:37:56.877161,Friday,May,False
196,16,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-02,19:37:56.877161,Friday,May,False
197,59,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,19:45:56.877161,Friday,May,False
198,59,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,19:45:56.877161,Friday,May,False
199,59,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,19:45:56.877161,Friday,May,False
200,23,2,Mie Goreng,Main Course,3,22000,66000,2025-05-02,14:46:56.877161,Friday,May,False
201,23,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,14:46:56.877161,Friday,May,False
202,59,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-02,22:23:56.877161,Friday,May,False
203,59,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,22:23:56.877161,Friday,May,False
204,98,9,Pisang Goreng,Dessert,3,12000,36000,2025-05-02,13:28:56.877161,Friday,May,False
205,98,5,Gado-gado,Appetizer,3,18000,54000,2025-05-02,13:28:56.877161,Friday,May,False
206,98,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,13:28:56.877161,Friday,May,False
207,98,7,Es Teh Manis,Beverage,1,5000,5000,2025-05-02,13:28:56.877161,Friday,May,False
208,97,2,Mie Goreng,Main Course,3,22000,66000,2025-05-02,12:54:56.877161,Friday,May,False
209,56,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,13:07:56.877161,Friday,May,False
210,56,10,Es Campur,Dessert,2,15000,30000,2025-05-02,13:07:56.877161,Friday,May,False
211,91,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,11:31:56.877161,Friday,May,False
212,91,10,Es Campur,Dessert,2,15000,30000,2025-05-02,11:31:56.877161,Friday,May,False
213,91,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,11:31:56.877161,Friday,May,False
214,91,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,11:31:56.877161,Friday,May,False
215,82,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,15:28:56.877161,Friday,May,False
216,82,2,Mie Goreng,Main Course,3,22000,66000,2025-05-02,15:28:56.877161,Friday,May,False
217,82,3,Ayam Goreng,Main Course,3,30000,90000,2025-05-02,15:28:56.877161,Friday,May,False
218,82,10,Es Campur,Dessert,3,15000,45000,2025-05-02,15:28:56.877161,Friday,May,False
219,37,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,18:09:56.877161,Friday,May,False
220,34,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,19:40:56.877161,Friday,May,False
221,79,4,Sate Ayam,Main Course,2,28000,56000,2025-05-02,13:55:56.877161,Friday,May,False
222,79,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,13:55:56.877161,Friday,May,False
223,79,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-02,13:55:56.877161,Friday,May,False
224,79,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,13:55:56.877161,Friday,May,False
225,78,4,Sate Ayam,Main Course,2,28000,56000,2025-05-02,18:43:56.877161,Friday,May,False
226,20,2,Mie Goreng,Main Course,1,22000,22000,2025-05-02,14:45:56.877161,Friday,May,False
227,20,5,Gado-gado,Appetizer,3,18000,54000,2025-05-02,14:45:56.877161,Friday,May,False
228,50,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,12:39:56.877161,Friday,May,False
229,50,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,12:39:56.877161,Friday,May,False
230,29,2,Mie Goreng,Main Course,1,22000,22000,2025-05-02,14:37:56.877161,Friday,May,False
231,29,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,14:37:56.877161,Friday,May,False
232,45,1,Nasi Goreng,Main Course,2,25000,50000,2025-05-02,21:44:56.877161,Friday,May,False
233,45,2,Mie Goreng,Main Course,3,22000,66000,2025-05-02,21:44:56.877161,Friday,May,False
234,45,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,21:44:56.877161,Friday,May,False
235,13,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-02,11:11:56.877161,Friday,May,False
236,13,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,11:11:56.877161,Friday,May,False
237,13,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,11:11:56.877161,Friday,May,False
238,4,8,Es Jeruk,Beverage,1,8000,8000,2025-05-02,20:04:56.877161,Friday,May,False
239,4,4,Sate Ayam,Main Course,1,28000,28000,2025-05-02,20:04:56.877161,Friday,May,False
240,53,2,Mie Goreng,Main Course,2,22000,44000,2025-05-02,20:22:56.877161,Friday,May,False
241,53,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-02,20:22:56.877161,Friday,May,False
242,53,6,Soto Ayam,Soup,1,20000,20000,2025-05-02,20:22:56.877161,Friday,May,False
243,25,3,Ayam Goreng,Main Course,2,30000,60000,2025-05-02,13:27:56.877161,Friday,May,False
244,25,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-02,13:27:56.877161,Friday,May,False
245,54,3,Ayam Goreng,Main Course,1,30000,30000,2025-05-02,12:17:56.877161,Friday,May,False
246,54,5,Gado-gado,Appetizer,3,18000,54000,2025-05-02,12:17:56.877161,Friday,May,False
247,54,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,12:17:56.877161,Friday,May,False
248,26,4,Sate Ayam,Main Course,3,28000,84000,2025-05-02,10:23:56.877161,Friday,May,False
249,26,2,Mie Goreng,Main Course,2,22000,44000,2025-05-02,10:23:56.877161,Friday,May,False
250,51,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,11:28:56.877161,Friday,May,False
251,51,6,Soto Ayam,Soup,3,20000,60000,2025-05-02,11:28:56.877161,Friday,May,False
252,51,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,11:28:56.877161,Friday,May,False
253,63,4,Sate Ayam,Main Course,2,28000,56000,2025-05-02,20:38:56.877161,Friday,May,False
254,63,2,Mie Goreng,Main Course,1,22000,22000,2025-05-02,20:38:56.877161,Friday,May,False
255,15,9,Pisang Goreng,Dessert,1,12000,12000,2025-05-02,11:08:56.877161,Friday,May,False
256,15,1,Nasi Goreng,Main Course,3,25000,75000,2025-05-02,11:08:56.877161,Friday,May,False
257,15,5,Gado-gado,Appetizer,3,18000,54000,2025-05-02,11:08:56.877161,Friday,May,False
258,44,9,Pisang Goreng,Dessert,2,12000,24000,2025-05-02,17:13:56.877161,Friday,May,False
259,44,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,17:13:56.877161,Friday,May,False
260,44,1,Nasi Goreng,Main Course,1,25000,25000,2025-05-02,17:13:56.877161,Friday,May,False
261,58,5,Gado-gado,Appetizer,2,18000,36000,2025-05-02,12:20:56.877161,Friday,May,False
262,58,6,Soto Ayam,Soup,2,20000,40000,2025-05-02,12:20:56.877161,Friday,May,False
263,58,8,Es Jeruk,Beverage,3,8000,24000,2025-05-02,12:20:56.877161,Friday,May,False
264,96,8,Es Jeruk,Beverage,2,8000,16000,2025-05-02,14:26:56.877161,Friday,May,False
265,96,4,Sate Ayam,Main Course,1,28000,28000,2025-05-02,14:26:56.877161,Friday,May,False
266,19,5,Gado-gado,Appetizer,1,18000,18000,2025-05-02,14:35:56.877161,Friday,May,False
